2024-07-10 18:53:15,736 INFO <BrokerConnection node_id=bootstrap-0 host=localhost:29092 <connecting> [IPv6 ('::1', 29092, 0, 0)]>: connecting to localhost:29092 [('::1', 29092, 0, 0) IPv6]
2024-07-10 18:53:15,736 INFO Probing node bootstrap-0 broker version
2024-07-10 18:53:15,736 INFO <BrokerConnection node_id=bootstrap-0 host=localhost:29092 <connecting> [IPv6 ('::1', 29092, 0, 0)]>: Connection complete.
2024-07-10 18:53:15,736 INFO <BrokerConnection node_id=bootstrap-0 host=localhost:29092 <connecting> [IPv6 ('::1', 29092, 0, 0)]>: connecting to localhost:29092 [('::1', 29092, 0, 0) IPv6]
2024-07-10 18:53:15,736 INFO Probing node bootstrap-0 broker version
2024-07-10 18:53:15,736 INFO <BrokerConnection node_id=bootstrap-0 host=localhost:29092 <connecting> [IPv6 ('::1', 29092, 0, 0)]>: Connection complete.
2024-07-10 18:53:15,849 INFO Broker version identified as 2.5.0
2024-07-10 18:53:15,849 INFO Set configuration api_version=(2, 5, 0) to skip auto check_version requests on startup
2024-07-10 18:53:15,849 INFO Updating subscribed topics to: ('processed-user-login',)
2024-07-10 18:53:15,849 INFO Listening to 'processed-user-login' topic...
2024-07-10 18:53:15,858 INFO Group coordinator for viewer-group is BrokerMetadata(nodeId='coordinator-0', host='localhost', port=29092, rack=None)
2024-07-10 18:53:15,858 INFO Discovered coordinator coordinator-0 for group viewer-group
2024-07-10 18:53:15,858 INFO Starting new heartbeat thread
2024-07-10 18:53:15,858 INFO Revoking previously assigned partitions set() for group viewer-group
2024-07-10 18:53:15,862 INFO <BrokerConnection node_id=coordinator-0 host=localhost:29092 <connecting> [IPv6 ('::1', 29092, 0, 0)]>: connecting to localhost:29092 [('::1', 29092, 0, 0) IPv6]
2024-07-10 18:53:15,864 INFO Broker version identified as 2.5.0
2024-07-10 18:53:15,864 INFO <BrokerConnection node_id=coordinator-0 host=localhost:29092 <connecting> [IPv6 ('::1', 29092, 0, 0)]>: Connection complete.
2024-07-10 18:53:15,864 INFO Set configuration api_version=(2, 5, 0) to skip auto check_version requests on startup
2024-07-10 18:53:15,864 INFO <BrokerConnection node_id=bootstrap-0 host=localhost:29092 <connected> [IPv6 ('::1', 29092, 0, 0)]>: Closing connection. 
2024-07-10 18:53:15,864 INFO Updating subscribed topics to: ('user-login',)
2024-07-10 18:53:15,868 INFO <BrokerConnection node_id=bootstrap-0 host=localhost:29092 <connecting> [IPv6 ('::1', 29092, 0, 0)]>: connecting to localhost:29092 [('::1', 29092, 0, 0) IPv6]
2024-07-10 18:53:15,868 INFO Probing node bootstrap-0 broker version
2024-07-10 18:53:15,868 INFO <BrokerConnection node_id=bootstrap-0 host=localhost:29092 <connecting> [IPv6 ('::1', 29092, 0, 0)]>: Connection complete.
2024-07-10 18:53:15,966 INFO (Re-)joining group viewer-group
2024-07-10 18:53:15,966 INFO <BrokerConnection node_id=bootstrap-0 host=localhost:29092 <connecting> [IPv6 ('::1', 29092, 0, 0)]>: connecting to localhost:29092 [('::1', 29092, 0, 0) IPv6]
2024-07-10 18:53:15,969 INFO <BrokerConnection node_id=bootstrap-0 host=localhost:29092 <connecting> [IPv6 ('::1', 29092, 0, 0)]>: Connection complete.
2024-07-10 18:53:15,973 INFO Broker version identified as 2.5.0
2024-07-10 18:53:15,973 INFO Set configuration api_version=(2, 5, 0) to skip auto check_version requests on startup
2024-07-10 18:53:15,973 INFO Listening to 'user-login' topic...
2024-07-10 18:53:15,973 INFO Group coordinator for consumer-group-1 is BrokerMetadata(nodeId='coordinator-0', host='localhost', port=29092, rack=None)
2024-07-10 18:53:15,973 INFO Discovered coordinator coordinator-0 for group consumer-group-1
2024-07-10 18:53:15,973 INFO Starting new heartbeat thread
2024-07-10 18:53:15,973 INFO Revoking previously assigned partitions set() for group consumer-group-1
2024-07-10 18:53:15,973 INFO <BrokerConnection node_id=coordinator-0 host=localhost:29092 <connecting> [IPv6 ('::1', 29092, 0, 0)]>: connecting to localhost:29092 [('::1', 29092, 0, 0) IPv6]
2024-07-10 18:53:15,973 INFO <BrokerConnection node_id=coordinator-0 host=localhost:29092 <connecting> [IPv6 ('::1', 29092, 0, 0)]>: Connection complete.
2024-07-10 18:53:15,973 INFO <BrokerConnection node_id=bootstrap-0 host=localhost:29092 <connected> [IPv6 ('::1', 29092, 0, 0)]>: Closing connection. 
2024-07-10 18:53:16,085 INFO (Re-)joining group consumer-group-1
2024-07-10 18:53:18,962 INFO Elected group leader -- performing partition assignments using range
2024-07-10 18:53:18,977 INFO <BrokerConnection node_id=0 host=localhost:29092 <connecting> [IPv6 ('::1', 29092, 0, 0)]>: connecting to localhost:29092 [('::1', 29092, 0, 0) IPv6]
2024-07-10 18:53:18,978 INFO <BrokerConnection node_id=0 host=localhost:29092 <connecting> [IPv6 ('::1', 29092, 0, 0)]>: Connection complete.
2024-07-10 18:53:18,978 INFO <BrokerConnection node_id=bootstrap-0 host=localhost:29092 <connected> [IPv6 ('::1', 29092, 0, 0)]>: Closing connection. 
2024-07-10 18:53:18,989 INFO Successfully joined group viewer-group with generation 3
2024-07-10 18:53:18,989 INFO Updated partition assignment: [TopicPartition(topic='processed-user-login', partition=0)]
2024-07-10 18:53:18,989 INFO Setting newly assigned partitions {TopicPartition(topic='processed-user-login', partition=0)} for group viewer-group
2024-07-10 18:53:18,994 INFO Processed Data: {'user_id': '63f52fce-7cff-44b4-ad61-bb950b8d1be8', 'app_version': '2.3.0', 'ip': '89.38.219.122', 'locale': 'PA', 'device_id': '4b76f416-2d16-4c0f-a9ba-f233b7dd5605', 'timestamp': 1720655083, 'device_type': 'android', 'processed_timestamp': 1720655083.7740278, 'processed_time_human_readable': '2024-07-10 18:44:43', 'device_category': 'Mobile', 'anomaly': False}
2024-07-10 18:53:18,994 INFO Processed Data: {'user_id': '97d56785-63f0-4047-979b-5e1701483508', 'app_version': '2.3.0', 'ip': '247.87.166.131', 'locale': 'HI', 'device_id': '41fd8cf5-e96c-4c80-a975-80948ee6bf83', 'timestamp': 1720655098, 'device_type': 'android', 'processed_timestamp': 1720655098.8869345, 'processed_time_human_readable': '2024-07-10 18:44:58', 'device_category': 'Mobile', 'anomaly': False}
2024-07-10 18:53:18,994 INFO Processed Data: {'user_id': '08579ae1-b339-4ca0-bd62-b583e266be4d', 'app_version': '2.3.0', 'ip': '179.126.185.205', 'locale': 'VA', 'device_id': '4bd13c18-958c-4836-b800-7779867c4170', 'timestamp': 1720655100, 'device_type': 'android', 'processed_timestamp': 1720655100.3951893, 'processed_time_human_readable': '2024-07-10 18:45:00', 'device_category': 'Mobile', 'anomaly': True}
2024-07-10 18:53:18,994 INFO Processed Data: {'user_id': '37a85662-d00d-48ca-b90e-2ba6f8bd40f3', 'app_version': '2.3.0', 'ip': '146.201.231.38', 'locale': 'UT', 'device_id': '1aed177b-c9e8-47a8-b798-bf03e3da7b0b', 'timestamp': 1720655100, 'device_type': 'android', 'processed_timestamp': 1720655100.898004, 'processed_time_human_readable': '2024-07-10 18:45:00', 'device_category': 'Mobile', 'anomaly': False}
2024-07-10 18:53:18,994 INFO Processed Data: {'user_id': 'd7fecf5b-a104-4b77-8553-9525908439dc', 'app_version': '2.3.0', 'ip': '64.34.149.190', 'locale': 'MO', 'device_id': '08f05e19-0c8c-44ce-95bb-b02b10766eb2', 'timestamp': 1720655101, 'device_type': 'android', 'processed_timestamp': 1720655101.9070294, 'processed_time_human_readable': '2024-07-10 18:45:01', 'device_category': 'Mobile', 'anomaly': True}
2024-07-10 18:53:18,994 INFO Processed Data: {'user_id': 'c0cb8fb1-6c71-4a62-b1a2-18b1184aed37', 'app_version': '2.3.0', 'ip': '202.243.195.117', 'locale': 'TN', 'device_id': '9c30d2b9-3509-4a18-a594-75655c1c4bcb', 'timestamp': 1720655102, 'device_type': 'android', 'processed_timestamp': 1720655102.906729, 'processed_time_human_readable': '2024-07-10 18:45:02', 'device_category': 'Mobile', 'anomaly': False}
2024-07-10 18:53:18,994 INFO Processed Data: {'user_id': 'd4aafe57-612e-49a6-ad8e-e9cba19b7301', 'app_version': '2.3.0', 'ip': '1.124.227.73', 'locale': 'DE', 'device_id': '17dd19c0-79fe-4517-bf0f-11bf1d912254', 'timestamp': 1720655103, 'device_type': 'android', 'processed_timestamp': 1720655103.9169285, 'processed_time_human_readable': '2024-07-10 18:45:03', 'device_category': 'Mobile', 'anomaly': False}
2024-07-10 18:53:18,994 INFO Processed Data: {'user_id': 'ca8ba554-a5d1-44e7-b6f4-480cee1c203b', 'app_version': '2.3.0', 'ip': '228.10.184.34', 'locale': 'OK', 'device_id': '9227ed17-1655-4c78-9e5f-9267da6ef7c3', 'timestamp': 1720655104, 'device_type': 'android', 'processed_timestamp': 1720655104.9215631, 'processed_time_human_readable': '2024-07-10 18:45:04', 'device_category': 'Mobile', 'anomaly': False}
2024-07-10 18:53:18,994 INFO Processed Data: {'user_id': 'f59377f1-eef5-4d87-9a7c-39c79ecfd2fa', 'app_version': '2.3.0', 'ip': '177.31.228.111', 'locale': 'TN', 'device_id': '98bffe3b-f6a8-473d-a334-ea58800a7b9c', 'timestamp': 1720655106, 'device_type': 'android', 'processed_timestamp': 1720655106.4157236, 'processed_time_human_readable': '2024-07-10 18:45:06', 'device_category': 'Mobile', 'anomaly': False}
2024-07-10 18:53:18,994 INFO Processed Data: {'user_id': '9353636f-e2c7-4454-84b4-e8891568142f', 'app_version': '2.3.0', 'ip': '156.164.80.99', 'locale': 'WY', 'device_id': '557bd9f8-b8a0-46d2-9f90-261abfb608ad', 'timestamp': 1720655107, 'device_type': 'android', 'processed_timestamp': 1720655107.4347851, 'processed_time_human_readable': '2024-07-10 18:45:07', 'device_category': 'Mobile', 'anomaly': False}
2024-07-10 18:53:18,994 INFO Processed Data: {'user_id': 'd7f790d9-e068-4974-b4e7-51fcfc629809', 'app_version': '2.3.0', 'ip': '90.250.251.101', 'locale': 'NJ', 'device_id': 'a52db7e3-02ac-4ff6-b204-b9874495de0a', 'timestamp': 1720655108, 'device_type': 'android', 'processed_timestamp': 1720655108.4395638, 'processed_time_human_readable': '2024-07-10 18:45:08', 'device_category': 'Mobile', 'anomaly': False}
2024-07-10 18:53:18,994 INFO Processed Data: {'user_id': 'f39831b4-3947-4303-9e60-1295e214a6c3', 'app_version': '2.3.0', 'ip': '10.78.202.60', 'locale': 'WY', 'device_id': 'a29809a2-089b-4a54-9c43-adab4ca0d5b3', 'timestamp': 1720655108, 'device_type': 'android', 'processed_timestamp': 1720655108.9418983, 'processed_time_human_readable': '2024-07-10 18:45:08', 'device_category': 'Mobile', 'anomaly': False}
2024-07-10 18:53:18,994 INFO Processed Data: {'user_id': '98e7d209-42d9-4486-9d13-754761da8185', 'app_version': '2.3.0', 'ip': '119.194.66.224', 'locale': 'NJ', 'device_id': '4dfd4c14-461e-47a0-a01a-925cc6fd2d3d', 'timestamp': 1720655109, 'device_type': 'android', 'processed_timestamp': 1720655109.9472206, 'processed_time_human_readable': '2024-07-10 18:45:09', 'device_category': 'Mobile', 'anomaly': False}
2024-07-10 18:53:18,994 INFO Processed Data: {'user_id': 'caeaf80b-8776-4670-8c9a-168550de8fd9', 'app_version': '2.3.0', 'ip': '184.148.175.6', 'locale': 'OR', 'device_id': 'cc0f4a5a-b3cf-476b-b151-cfe845008f3e', 'timestamp': 1720655111, 'device_type': 'android', 'processed_timestamp': 1720655111.9476795, 'processed_time_human_readable': '2024-07-10 18:45:11', 'device_category': 'Mobile', 'anomaly': False}
2024-07-10 18:53:18,994 INFO Processed Data: {'user_id': 'e609a6a1-de6b-44bf-800b-91518414d4ce', 'app_version': '2.3.0', 'ip': '215.180.252.71', 'locale': 'CT', 'device_id': '7a39c93a-eb3c-4b6b-b51a-cf73ff10f6bd', 'timestamp': 1720655113, 'device_type': 'android', 'processed_timestamp': 1720655113.4607697, 'processed_time_human_readable': '2024-07-10 18:45:13', 'device_category': 'Mobile', 'anomaly': False}
2024-07-10 18:53:18,994 INFO Processed Data: {'user_id': '9c2897a4-5762-4522-9f61-115d7a421297', 'app_version': '2.3.0', 'ip': '58.38.252.252', 'locale': 'AZ', 'device_id': '434455b6-91e1-4bac-9721-aff36b35dc5a', 'timestamp': 1720655113, 'device_type': 'android', 'processed_timestamp': 1720655113.974012, 'processed_time_human_readable': '2024-07-10 18:45:13', 'device_category': 'Mobile', 'anomaly': False}
2024-07-10 18:53:18,994 INFO Processed Data: {'user_id': '7a875145-35ca-46b1-8547-a4262928f388', 'app_version': '2.3.0', 'ip': '170.58.11.144', 'locale': 'UT', 'device_id': '32a68453-cd33-4e52-94ba-f4302c2db7d8', 'timestamp': 1720655114, 'device_type': 'android', 'processed_timestamp': 1720655114.4756186, 'processed_time_human_readable': '2024-07-10 18:45:14', 'device_category': 'Mobile', 'anomaly': False}
2024-07-10 18:53:18,994 INFO Processed Data: {'user_id': '547738a5-8f69-42d7-9820-680c333b84bd', 'app_version': '2.3.0', 'ip': '102.121.75.36', 'locale': 'AZ', 'device_id': 'c6f7dff2-fcc1-4d0e-b11f-4eb9522b45e9', 'timestamp': 1720655116, 'device_type': 'android', 'processed_timestamp': 1720655116.9883003, 'processed_time_human_readable': '2024-07-10 18:45:16', 'device_category': 'Mobile', 'anomaly': False}
2024-07-10 18:53:18,994 INFO Processed Data: {'user_id': 'a17bb18b-5463-42a2-b308-58729b947c28', 'app_version': '2.3.0', 'ip': '68.12.110.79', 'locale': 'SC', 'device_id': '87c34eb1-731a-41a1-aeea-5aa60d9f0d12', 'timestamp': 1720655117, 'device_type': 'android', 'processed_timestamp': 1720655117.9930243, 'processed_time_human_readable': '2024-07-10 18:45:17', 'device_category': 'Mobile', 'anomaly': False}
2024-07-10 18:53:18,994 INFO Processed Data: {'user_id': 'fcf5db0e-66f1-476d-ada1-683b568eb3a0', 'app_version': '2.3.0', 'ip': '206.192.95.213', 'locale': 'NM', 'device_id': '8ba23ba4-8f63-4978-879d-ac5fc2dd8958', 'timestamp': 1720655120, 'device_type': 'android', 'processed_timestamp': 1720655120.5049129, 'processed_time_human_readable': '2024-07-10 18:45:20', 'device_category': 'Mobile', 'anomaly': False}
2024-07-10 18:53:18,994 INFO Processed Data: {'user_id': 'd3c1f123-3016-4ea7-8d09-4978170f2d67', 'app_version': '2.3.0', 'ip': '85.104.41.3', 'locale': 'NM', 'device_id': '393d4160-aac7-4c60-a201-c83fd553c848', 'timestamp': 1720655121, 'device_type': 'android', 'processed_timestamp': 1720655121.0079393, 'processed_time_human_readable': '2024-07-10 18:45:21', 'device_category': 'Mobile', 'anomaly': False}
2024-07-10 18:53:18,994 INFO Processed Data: {'user_id': '275cf16d-d76e-4f8e-9003-8594e6e01407', 'app_version': '2.3.0', 'ip': '192.163.52.61', 'locale': 'SC', 'device_id': '82614cd6-44b9-42df-8b0e-5313e1d8d3af', 'timestamp': 1720655122, 'device_type': 'android', 'processed_timestamp': 1720655122.0107024, 'processed_time_human_readable': '2024-07-10 18:45:22', 'device_category': 'Mobile', 'anomaly': False}
2024-07-10 18:53:18,994 INFO Processed Data: {'user_id': '34b39138-532c-4218-b766-29cf4bb4d321', 'app_version': '2.3.0', 'ip': '82.155.8.39', 'locale': 'NE', 'device_id': 'ef1dffee-6d2e-4232-9a2d-9b4c11d3a190', 'timestamp': 1720655123, 'device_type': 'android', 'processed_timestamp': 1720655123.0146937, 'processed_time_human_readable': '2024-07-10 18:45:23', 'device_category': 'Mobile', 'anomaly': False}
2024-07-10 18:53:18,994 INFO Processed Data: {'user_id': '90cc1cbd-ed81-4d14-bb29-08b15c11bcd2', 'app_version': '2.3.0', 'ip': '98.58.49.107', 'locale': 'WV', 'device_id': '4fe54e77-c8e3-4820-b95b-1037df62cbca', 'timestamp': 1720655123, 'device_type': 'android', 'processed_timestamp': 1720655123.5186977, 'processed_time_human_readable': '2024-07-10 18:45:23', 'device_category': 'Mobile', 'anomaly': False}
2024-07-10 18:53:18,994 INFO Processed Data: {'user_id': '8f3ba678-63d3-4239-91fd-c95d26b0db50', 'app_version': '2.3.0', 'ip': '246.4.93.108', 'locale': 'KY', 'device_id': 'd9c890d0-afe5-44b1-ae9b-88b0b265834e', 'timestamp': 1720655124, 'device_type': 'android', 'processed_timestamp': 1720655124.0155876, 'processed_time_human_readable': '2024-07-10 18:45:24', 'device_category': 'Mobile', 'anomaly': False}
